Order_ID,Order_Date,Customer_ID,Product,Category,Region,Salesperson,Sales_Channel,Quantity,Unit_Price,Discount_Percent,Gross_Sales,Discount_Amount,Sales,Cost,Profit,Payment_Method,Order_Status,Year,Month_Number,Month,Quarter
ORD10308,2023-10-08,CUST1156,Mouse,Accessories,North,Neha,Online,8,1291.87,0.1,10334.96,1033.5,9301.46,6511.02,2790.44,Cash,Completed,2023,10,October,Q4
ORD10309,2023-10-09,CUST1088,Desk,Furniture,North,Arjun,Retail Store,7,18529.26,0.05,129704.82,6485.24,123219.58,97343.47,25876.11,UPI,Completed,2023,10,October,Q4
ORD10310,2023-10-10,CUST1067,Desk,Furniture,South,Amit,Retail Store,8,18384.22,0.15,147073.76,22061.06,125012.7,98760.03,26252.67,Cash,Completed,2023,10,October,Q4
ORD10311,2023-10-11,CUST1047,Tablet,Electronics,North,Pooja,Online,2,29339.1,0.15,58678.2,8801.73,49876.47,39901.18,9975.29,UPI,Completed,2023,10,October,Q4
ORD10312,2023-10-12,CUST1128,Tablet,Electronics,South,Pooja,Retail Store,9,26752.07,0.05,240768.63,12038.43,228730.2,182984.16,45746.04,Debit Card,Completed,2023,10,October,Q4
ORD10313,2023-10-12,CUST1042,Mouse,Accessories,West,Amit,Retail Store,4,1177.09,0.05,4708.36,235.42,4472.94,3131.06,1341.88,Credit Card,Completed,2023,10,October,Q4
ORD10314,2023-10-13,CUST1094,Smartphone,Electronics,Central,Amit,Online,8,42517.29,0.05,340138.32,17006.92,323131.4,271430.38,51701.02,Credit Card,Completed,2023,10,October,Q4
ORD10315,2023-10-14,CUST1006,Laptop,Electronics,Central,Priya,Retail Store,3,60586.25,0.1,181758.75,18175.88,163582.87,134137.95,29444.92,UPI,Completed,2023,10,October,Q4
ORD10316,2023-10-15,CUST1073,Monitor,Electronics,West,Neha,Distributor,6,18568.57,0.1,111411.42,11141.14,100270.28,78210.82,22059.46,Net Banking,Completed,2023,10,October,Q4
ORD10317,2023-10-16,CUST1019,Printer,Office Equipment,West,Arjun,Distributor,8,14316.68,0.0,114533.44,0.0,114533.44,95062.76,19470.68,UPI,Completed,2023,10,October,Q4
ORD10318,2023-10-17,CUST1078,Tablet,Electronics,West,Arjun,Retail Store,1,25760.3,0.15,25760.3,3864.04,21896.26,17517.01,4379.25,Cash,Completed,2023,10,October,Q4
ORD10319,2023-10-18,CUST1051,Mouse,Accessories,South,Pooja,Retail Store,5,1269.96,0.05,6349.8,317.49,6032.31,4222.62,1809.69,UPI,Completed,2023,10,October,Q4
ORD10320,2023-10-19,CUST1021,Mouse,Accessories,West,Priya,Distributor,5,1234.38,0.05,6171.9,308.6,5863.3,4104.31,1758.99,Credit Card,Completed,2023,10,October,Q4
ORD10321,2023-10-20,CUST1169,Office Chair,Furniture,South,Arjun,Online,2,11390.41,0.15,22780.82,3417.12,19363.7,14716.41,4647.29,Net Banking,Completed,2023,10,October,Q4
ORD10322,2023-10-21,CUST1125,Keyboard,Accessories,East,Arjun,Retail Store,7,2588.12,0.1,18116.84,1811.68,16305.16,11739.72,4565.44,Credit Card,Completed,2023,10,October,Q4
ORD10323,2023-10-22,CUST1095,Smartphone,Electronics,South,Priya,Online,10,41152.56,0.15,411525.6,61728.84,349796.76,293829.28,55967.48,,Completed,2023,10,October,Q4
ORD10324,2023-10-22,CUST1140,Smartphone,Electronics,North,Arjun,Retail Store,1,40213.97,0.05,40213.97,2010.7,38203.27,32090.75,6112.52,UPI,Completed,2023,10,October,Q4
ORD10325,2023-10-23,CUST1175,Tablet,Electronics,South,Amit,Distributor,9,28954.14,0.15,260587.26,39088.09,221499.17,177199.34,44299.83,Net Banking,Completed,2023,10,October,Q4
ORD10326,2023-10-24,CUST1168,Mouse,Accessories,South,Sneha,Distributor,1,1108.33,0.15,1108.33,166.25,942.08,659.46,282.62,Debit Card,Completed,2023,10,October,Q4
ORD10327,2023-10-25,CUST1063,Laptop,Electronics,South,Neha,Distributor,5,65744.15,0.1,328720.75,32872.08,295848.67,242595.91,53252.76,UPI,Completed,2023,10,October,Q4
ORD10328,2023-10-26,CUST1150,Smartphone,Electronics,South,Priya,Retail Store,8,42002.58,0.1,336020.64,33602.06,302418.58,254031.61,48386.97,Cash,Completed,2023,10,October,Q4
ORD10329,2023-10-27,CUST1154,Mouse,Accessories,East,Rahul,Online,5,1188.65,0.15,5943.25,891.49,5051.76,3536.23,1515.53,Cash,Completed,2023,10,October,Q4
ORD10330,2023-10-28,CUST1115,Printer,Office Equipment,Central,Rahul,Distributor,8,15557.73,0.1,124461.84,12446.18,112015.66,92973.0,19042.66,Net Banking,Completed,2023,10,October,Q4
ORD10331,2023-10-29,CUST1082,Tablet,Electronics,East,Priya,Retail Store,7,27993.95,0.05,195957.65,9797.88,186159.77,148927.82,37231.95,UPI,Completed,2023,10,October,Q4
ORD10332,2023-10-30,CUST1169,Smartphone,Electronics,West,Neha,Online,9,39864.45,0.0,358780.05,0.0,358780.05,301375.24,57404.81,Net Banking,Completed,2023,10,October,Q4
ORD10333,2023-10-31,CUST1053,Desk,Furniture,East,Rahul,Distributor,3,18777.14,0.0,56331.42,0.0,56331.42,44501.82,11829.6,Cash,Completed,2023,10,October,Q4
ORD10334,2023-11-01,CUST1143,Monitor,Electronics,West,Rahul,Retail Store,8,17965.77,0.0,143726.16,0.0,143726.16,112106.4,31619.76,UPI,Completed,2023,11,November,Q4
ORD10335,2023-11-02,CUST1132,Monitor,Electronics,East,Rahul,Online,10,19207.51,0.0,192075.1,0.0,-192075.1,149818.58,-42256.52,Credit Card,Returned,2023,11,November,Q4
ORD10336,2023-11-02,CUST1056,Printer,Office Equipment,West,Arjun,Distributor,10,13915.44,0.1,139154.4,13915.44,125238.96,103948.34,21290.62,Debit Card,Completed,2023,11,November,Q4
ORD10337,2023-11-03,CUST1174,Tablet,Electronics,North,Priya,Retail Store,7,25782.13,0.15,180474.91,27071.24,153403.67,122722.94,30680.73,,Completed,2023,11,November,Q4
ORD10338,2023-11-04,CUST1015,Monitor,Electronics,North,Pooja,Retail Store,3,19293.53,0.0,57880.59,0.0,57880.59,45146.86,12733.73,Cash,Completed,2023,11,November,Q4
ORD10339,2023-11-05,CUST1129,Headphones,Accessories,North,Amit,Distributor,2,3322.44,0.2,6644.88,1328.98,5315.9,3986.92,1328.98,UPI,Completed,2023,11,November,Q4
ORD10340,2023-11-06,CUST1058,Office Chair,Furniture,East,Amit,Online,5,11062.48,0.1,55312.4,5531.24,49781.16,37833.68,11947.48,Debit Card,Completed,2023,11,November,Q4
ORD10341,2023-11-07,CUST1076,Printer,Office Equipment,North,Amit,Distributor,5,14026.2,0.1,70131.0,7013.1,63117.9,52387.86,10730.04,Debit Card,Completed,2023,11,November,Q4
ORD10342,2023-11-08,CUST1081,Office Chair,Furniture,South,Vikram,Distributor,5,12698.7,0.05,63493.5,3174.68,60318.82,45842.3,14476.52,Debit Card,Completed,2023,11,November,Q4
ORD10343,2023-11-09,CUST1157,Tablet,Electronics,North,Vikram,Distributor,3,26341.7,0.2,79025.1,15805.02,63220.08,50576.06,12644.02,Cash,Completed,2023,11,November,Q4
ORD10344,2023-11-10,CUST1144,Smartphone,Electronics,East,Arjun,Retail Store,1,41685.52,0.2,41685.52,8337.1,-33348.42,28012.67,-5335.75,Net Banking,Returned,2023,11,November,Q4
ORD10345,2023-11-11,CUST1178,Monitor,Electronics,East,Arjun,Online,2,18534.09,0.05,37068.18,1853.41,35214.77,27467.52,7747.25,UPI,Completed,2023,11,November,Q4
ORD10346,2023-11-12,CUST1095,Laptop,Electronics,West,Amit,Retail Store,8,60977.26,0.05,487818.08,24390.9,463427.18,380010.29,83416.89,UPI,Completed,2023,11,November,Q4
ORD10347,2023-11-12,CUST1067,Mouse,Accessories,Central,Amit,Online,5,1168.68,0.05,5843.4,292.17,5551.23,3885.86,1665.37,Credit Card,Completed,2023,11,November,Q4
ORD10348,2023-11-13,CUST1109,Office Chair,Furniture,West,Pooja,Retail Store,3,11667.49,0.2,35002.47,7000.49,28001.98,21281.5,6720.48,Debit Card,Completed,2023,11,November,Q4
ORD10349,2023-11-14,CUST1005,Office Chair,Furniture,West,Amit,Online,10,12330.07,0.0,123300.7,0.0,123300.7,93708.53,29592.17,Credit Card,Completed,2023,11,November,Q4
ORD10350,2023-11-15,CUST1032,Laptop,Electronics,East,Vikram,Online,7,61516.99,0.0,430618.93,0.0,430618.93,353107.52,77511.41,Debit Card,Completed,2023,11,November,Q4
ORD10351,2023-11-16,CUST1026,Monitor,Electronics,Central,Sneha,Online,1,18745.41,0.0,18745.41,0.0,18745.41,14621.42,4123.99,UPI,Completed,2023,11,November,Q4
ORD10352,2023-11-17,CUST1093,Keyboard,Accessories,Central,Neha,Online,4,2528.94,0.0,10115.76,0.0,10115.76,7283.35,2832.41,Debit Card,Completed,2023,11,November,Q4
ORD10353,2023-11-18,CUST1172,Monitor,Electronics,North,Neha,Online,10,18765.64,0.15,187656.4,28148.46,159507.94,124416.19,35091.75,Debit Card,Completed,2023,11,November,Q4
ORD10354,2023-11-19,CUST1076,Desk,Furniture,South,Amit,Retail Store,6,19406.9,0.05,116441.4,5822.07,110619.33,87389.27,23230.06,Credit Card,Completed,2023,11,November,Q4
ORD10355,2023-11-20,CUST1132,Smartphone,Electronics,East,Pooja,Online,6,38832.92,0.05,232997.52,11649.88,221347.64,185932.02,35415.62,UPI,Completed,2023,11,November,Q4
ORD10356,2023-11-21,CUST1090,Monitor,Electronics,West,Neha,Distributor,3,17252.91,0.2,51758.73,10351.75,41406.98,32297.44,9109.54,UPI,Completed,2023,11,November,Q4
ORD10357,2023-11-22,CUST1146,Smartphone,Electronics,Central,Sneha,Online,7,41558.01,0.0,290906.07,0.0,290906.07,244361.1,46544.97,Credit Card,Completed,2023,11,November,Q4
ORD10358,2023-11-23,CUST1044,Mouse,Accessories,Central,Neha,Online,5,1156.12,0.0,5780.6,0.0,5780.6,4046.42,1734.18,Cash,Completed,2023,11,November,Q4
ORD10359,2023-11-23,CUST1025,Desk,Furniture,West,Amit,Online,6,17623.1,0.05,105738.6,5286.93,0.0,79356.82,0.0,Debit Card,Cancelled,2023,11,November,Q4
ORD10360,2023-11-24,CUST1136,Desk,Furniture,East,Arjun,Distributor,5,19204.13,0.05,96020.65,4801.03,91219.62,72063.5,19156.12,UPI,Completed,2023,11,November,Q4
ORD10361,2023-11-25,CUST1096,Headphones,Accessories,North,Vikram,Online,5,3500.67,0.15,17503.35,2625.5,14877.85,11158.39,3719.46,Debit Card,Completed,2023,11,November,Q4
ORD10362,2023-11-26,CUST1066,Monitor,Electronics,South,Vikram,Distributor,2,18203.64,0.2,36407.28,7281.46,29125.82,22718.14,6407.68,Net Banking,Completed,2023,11,November,Q4
ORD10363,2023-11-27,CUST1138,Office Chair,Furniture,North,Amit,Online,6,11560.31,0.1,69361.86,6936.19,62425.67,47443.51,14982.16,Debit Card,Completed,2023,11,November,Q4
ORD10364,2023-11-28,CUST1055,Monitor,Electronics,South,Amit,Online,4,18242.21,0.2,72968.84,14593.77,58375.07,45532.55,12842.52,Net Banking,Completed,2023,11,November,Q4
ORD10365,2023-11-29,CUST1090,Headphones,Accessories,West,Pooja,Retail Store,7,3449.16,0.1,24144.12,2414.41,21729.71,16297.28,5432.43,UPI,Completed,2023,11,November,Q4
ORD10366,2023-11-30,CUST1075,Keyboard,Accessories,West,,Distributor,3,2679.26,0.0,8037.78,0.0,-8037.78,5787.2,-2250.58,UPI,Returned,2023,11,November,Q4
ORD10367,2023-12-01,CUST1162,Laptop,Electronics,South,Amit,Retail Store,1,61775.08,0.0,61775.08,0.0,61775.08,50655.57,11119.51,Net Banking,Completed,2023,12,December,Q4
ORD10368,2023-12-02,CUST1169,Tablet,Electronics,Central,Arjun,Distributor,10,30004.03,0.05,300040.3,15002.02,285038.28,228030.62,57007.66,Credit Card,Completed,2023,12,December,Q4
ORD10369,2023-12-03,CUST1028,Mouse,Accessories,West,Rahul,Distributor,2,1105.5,0.0,2211.0,0.0,2211.0,1547.7,663.3,Cash,Completed,2023,12,December,Q4
ORD10370,2023-12-03,CUST1053,Office Chair,Furniture,Central,Amit,Retail Store,10,11557.01,0.1,115570.1,11557.01,104013.09,79049.95,24963.14,UPI,Completed,2023,12,December,Q4
ORD10371,2023-12-04,CUST1177,Desk,Furniture,West,Arjun,Distributor,10,17932.98,0.0,179329.8,0.0,179329.8,141670.54,37659.26,UPI,Completed,2023,12,December,Q4
ORD10372,2023-12-05,CUST1025,Desk,Furniture,Central,Rahul,Online,5,19183.94,0.0,95919.7,0.0,95919.7,75776.56,20143.14,Cash,Completed,2023,12,December,Q4
ORD10373,2023-12-06,CUST1175,Office Chair,Furniture,South,Neha,Distributor,6,11788.45,0.2,70730.7,14146.14,56584.56,43004.27,13580.29,UPI,Completed,2023,12,December,Q4
ORD10374,2023-12-07,CUST1042,Mouse,Accessories,West,Arjun,Distributor,7,1199.09,0.2,8393.63,1678.73,6714.9,4700.43,2014.47,Debit Card,Completed,2023,12,December,Q4
ORD10375,2023-12-08,CUST1053,Laptop,Electronics,West,Vikram,Online,7,65292.1,0.2,457044.7,91408.94,365635.76,299821.32,65814.44,Debit Card,Completed,2023,12,December,Q4
ORD10376,2023-12-09,CUST1044,Printer,Office Equipment,Central,Pooja,Online,2,15761.73,0.05,31523.46,1576.17,29947.29,24856.25,5091.04,UPI,Completed,2023,12,December,Q4
ORD10377,2023-12-10,CUST1071,Printer,Office Equipment,South,Sneha,Retail Store,3,16183.34,0.05,48550.02,2427.5,46122.52,38281.69,7840.83,Debit Card,Completed,2023,12,December,Q4
ORD10378,2023-12-11,CUST1157,Keyboard,Accessories,West,Sneha,Online,3,2467.07,0.1,7401.21,740.12,6661.09,4795.98,1865.11,Credit Card,Completed,2023,12,December,Q4
ORD10379,2023-12-12,CUST1081,Printer,Office Equipment,Central,Vikram,Retail Store,7,15404.35,0.1,107830.45,10783.04,97047.41,80549.35,16498.06,Net Banking,Completed,2023,12,December,Q4
ORD10380,2023-12-13,CUST1139,Monitor,Electronics,South,Neha,Retail Store,10,19296.83,0.0,192968.3,0.0,192968.3,150515.27,42453.03,Credit Card,Completed,2023,12,December,Q4
ORD10381,2023-12-14,CUST1176,Monitor,Electronics,South,Priya,Retail Store,1,18658.47,0.15,18658.47,2798.77,15859.7,12370.57,3489.13,Cash,Completed,2023,12,December,Q4
ORD10382,2023-12-14,CUST1135,Mouse,Accessories,West,Priya,Distributor,4,1237.56,0.15,4950.24,742.54,4207.7,2945.39,1262.31,Credit Card,Completed,2023,12,December,Q4
ORD10383,2023-12-15,CUST1121,Keyboard,Accessories,Central,Amit,Distributor,10,2684.9,0.1,26849.0,2684.9,24164.1,17398.15,6765.95,Net Banking,Completed,2023,12,December,Q4
ORD10384,2023-12-16,CUST1021,Keyboard,Accessories,North,Rahul,Retail Store,1,2595.13,0.05,2595.13,129.76,2465.37,1775.07,690.3,Net Banking,Completed,2023,12,December,Q4
ORD10385,2023-12-17,CUST1061,Headphones,Accessories,West,Sneha,Distributor,1,3714.32,0.05,3714.32,185.72,3528.6,2646.45,882.15,Net Banking,Completed,2023,12,December,Q4
ORD10386,2023-12-18,CUST1133,Mouse,Accessories,East,Priya,Retail Store,2,1149.34,0.1,2298.68,229.87,2068.81,1448.17,620.64,Cash,Completed,2023,12,December,Q4
ORD10387,2023-12-19,CUST1019,Printer,Office Equipment,East,Rahul,Retail Store,1,15500.98,0.0,15500.98,0.0,15500.98,12865.81,2635.17,Debit Card,Completed,2023,12,December,Q4
ORD10388,2023-12-20,CUST1057,Desk,Furniture,North,Arjun,Online,10,17637.86,0.0,176378.6,0.0,176378.6,139339.09,37039.51,Cash,Completed,2023,12,December,Q4
ORD10389,2023-12-21,CUST1039,Headphones,Accessories,East,Neha,Online,10,3688.11,0.1,36881.1,3688.11,33192.99,24894.74,8298.25,Debit Card,Completed,2023,12,December,Q4
ORD10390,2023-12-22,CUST1084,Office Chair,Furniture,East,Sneha,Distributor,10,11200.28,0.15,112002.8,16800.42,95202.38,72353.81,22848.57,Cash,Completed,2023,12,December,Q4
ORD10391,2023-12-23,CUST1166,Laptop,Electronics,West,Pooja,Distributor,8,61671.49,0.0,493371.92,0.0,493371.92,404564.97,88806.95,Net Banking,Completed,2023,12,December,Q4
ORD10392,2023-12-24,CUST1171,Laptop,Electronics,North,Arjun,Retail Store,4,69075.35,0.1,276301.4,27630.14,248671.26,203910.43,44760.83,UPI,Completed,2023,12,December,Q4
ORD10393,2023-12-24,CUST1178,Keyboard,Accessories,South,Vikram,Retail Store,5,2425.52,0.05,12127.6,606.38,11521.22,8295.28,3225.94,Debit Card,Completed,2023,12,December,Q4
ORD10394,2023-12-25,CUST1177,Desk,Furniture,Central,Pooja,Online,7,16976.49,0.0,118835.43,0.0,118835.43,93879.99,24955.44,Debit Card,Completed,2023,12,December,Q4
ORD10395,2023-12-26,CUST1003,Headphones,Accessories,West,Arjun,Retail Store,10,3478.54,0.1,34785.4,3478.54,31306.86,23480.14,7826.72,UPI,Completed,2023,12,December,Q4
ORD10396,2023-12-27,CUST1070,Tablet,Electronics,Central,Sneha,Distributor,6,29673.47,0.1,178040.82,17804.08,160236.74,128189.39,32047.35,Cash,Completed,2023,12,December,Q4
ORD10397,2023-12-28,CUST1105,Desk,Furniture,South,Neha,Retail Store,2,18171.46,0.05,36342.92,1817.15,34525.77,27275.36,7250.41,Credit Card,Completed,2023,12,December,Q4
ORD10398,2023-12-29,CUST1044,Smartphone,Electronics,East,Pooja,Distributor,9,41349.05,0.05,372141.45,18607.07,353534.38,296968.88,56565.5,Debit Card,Completed,2023,12,December,Q4
ORD10399,2023-12-30,CUST1094,Headphones,Accessories,Central,Pooja,Distributor,2,3327.7,0.2,6655.4,1331.08,5324.32,3993.24,1331.08,Net Banking,Completed,2023,12,December,Q4
ORD10400,2023-12-31,CUST1097,Tablet,Electronics,South,Sneha,Distributor,9,27701.39,0.15,249312.51,37396.88,211915.63,169532.5,42383.13,Net Banking,Completed,2023,12,December,Q4
ORD10401,2024-01-01,CUST1066,Tablet,Electronics,West,Priya,Distributor,1,26943.08,0.1,26943.08,2694.31,24248.77,19399.02,4849.75,UPI,Completed,2024,1,January,Q1
ORD10402,2024-01-02,CUST1121,Smartphone,Electronics,East,Pooja,Distributor,4,38924.07,0.0,155696.28,0.0,155696.28,130784.88,24911.4,Debit Card,Completed,2024,1,January,Q1
ORD10403,2024-01-03,CUST1033,Monitor,Electronics,South,Vikram,Distributor,2,17838.84,0.05,35677.68,1783.88,33893.8,26437.16,7456.64,UPI,Completed,2024,1,January,Q1
ORD10404,2024-01-04,CUST1058,Mouse,Accessories,South,Amit,Distributor,2,1284.86,0.05,2569.72,128.49,2441.23,1708.86,732.37,Cash,Completed,2024,1,January,Q1
ORD10405,2024-01-04,CUST1123,Smartphone,Electronics,North,Arjun,Distributor,2,39077.55,0.1,78155.1,7815.51,-70339.59,59085.26,-11254.33,Debit Card,Returned,2024,1,January,Q1
ORD10406,2024-01-05,CUST1156,Laptop,Electronics,Central,Neha,Online,3,66827.51,0.05,200482.53,10024.13,190458.4,156175.89,34282.51,UPI,Completed,2024,1,January,Q1
ORD10407,2024-01-06,CUST1041,Keyboard,Accessories,Central,Vikram,Retail Store,2,2543.14,0.0,5086.28,0.0,5086.28,3662.12,1424.16,UPI,Completed,2024,1,January,Q1
ORD10408,2024-01-07,CUST1177,Desk,Furniture,East,Vikram,Distributor,7,19397.63,0.1,135783.41,13578.34,122205.07,96542.01,25663.06,Net Banking,Completed,2024,1,January,Q1
ORD10409,2024-01-08,CUST1160,Monitor,Electronics,East,Amit,Retail Store,8,19167.48,0.0,153339.84,0.0,153339.84,119605.08,33734.76,Cash,Completed,2024,1,January,Q1
ORD10410,2024-01-09,CUST1108,Headphones,Accessories,Central,Priya,Retail Store,4,3220.31,0.05,12881.24,644.06,12237.18,9177.88,3059.3,Credit Card,Completed,2024,1,January,Q1
ORD10411,2024-01-10,CUST1026,Laptop,Electronics,Central,Priya,Online,6,61532.57,0.15,369195.42,55379.31,313816.11,257329.21,56486.9,Net Banking,Completed,2024,1,January,Q1
ORD10412,2024-01-11,CUST1005,Headphones,Accessories,Central,Vikram,Retail Store,7,3259.12,0.1,22813.84,2281.38,20532.46,15399.34,5133.12,UPI,Completed,2024,1,January,Q1
ORD10413,2024-01-12,CUST1019,Monitor,Electronics,East,Rahul,Online,8,18236.14,0.0,145889.12,0.0,145889.12,113793.51,32095.61,Cash,Completed,2024,1,January,Q1
ORD10414,2024-01-13,CUST1138,Keyboard,Accessories,Central,Amit,Distributor,9,2437.79,0.2,21940.11,4388.02,17552.09,12637.5,4914.59,Credit Card,Completed,2024,1,January,Q1
ORD10415,2024-01-14,CUST1002,Monitor,Electronics,Central,Sneha,Online,4,18746.46,0.05,74985.84,3749.29,71236.55,55564.51,15672.04,UPI,Completed,2024,1,January,Q1
ORD10416,2024-01-15,CUST1062,Monitor,Electronics,West,Priya,Distributor,1,19046.83,0.15,19046.83,2857.02,16189.81,12628.05,3561.76,UPI,Completed,2024,1,January,Q1
ORD10417,2024-01-15,CUST1054,Printer,Office Equipment,East,Vikram,Retail Store,4,14134.78,0.15,56539.12,8480.87,48058.25,39888.35,8169.9,Debit Card,Completed,2024,1,January,Q1
ORD10418,2024-01-16,CUST1146,Headphones,Accessories,East,Amit,Retail Store,7,3446.49,0.0,24125.43,0.0,24125.43,18094.07,6031.36,Net Banking,Completed,2024,1,January,Q1
ORD10419,2024-01-17,CUST1101,Office Chair,Furniture,East,Pooja,Retail Store,7,12238.74,0.0,85671.18,0.0,85671.18,65110.1,20561.08,Debit Card,Completed,2024,1,January,Q1
ORD10420,2024-01-18,CUST1109,Monitor,Electronics,East,Sneha,Retail Store,5,18466.74,0.05,92333.7,4616.69,87717.01,68419.27,19297.74,Credit Card,Completed,2024,1,January,Q1
ORD10421,2024-01-19,CUST1113,Desk,Furniture,West,Vikram,Distributor,7,18061.54,0.0,126430.78,0.0,126430.78,99880.32,26550.46,UPI,Completed,2024,1,January,Q1
ORD10422,2024-01-20,CUST1157,Printer,Office Equipment,Central,Arjun,Online,7,13903.19,0.05,97322.33,4866.12,92456.21,76738.65,15717.56,Debit Card,Completed,2024,1,January,Q1
ORD10423,2024-01-21,CUST1135,Headphones,Accessories,East,Sneha,Retail Store,1,3623.9,0.15,3623.9,543.58,3080.32,2310.24,770.08,Net Banking,Completed,2024,1,January,Q1
ORD10424,2024-01-22,CUST1020,Keyboard,Accessories,West,Arjun,Distributor,2,2507.29,0.15,5014.58,752.19,4262.39,3068.92,1193.47,Cash,Completed,2024,1,January,Q1
ORD10425,2024-01-23,CUST1102,Desk,Furniture,West,Priya,Distributor,1,18671.5,0.0,18671.5,0.0,18671.5,14750.48,3921.02,Debit Card,Completed,2024,1,January,Q1
ORD10426,2024-01-24,CUST1104,Printer,Office Equipment,East,Pooja,Online,7,14470.9,0.1,101296.3,10129.63,91166.67,75668.34,15498.33,UPI,Completed,2024,1,January,Q1
ORD10427,2024-01-25,CUST1029,Desk,Furniture,North,Priya,Retail Store,5,18309.16,0.1,91545.8,9154.58,82391.22,65089.06,17302.16,Cash,Completed,2024,1,January,Q1
ORD10428,2024-01-25,CUST1167,Tablet,Electronics,North,Pooja,Online,10,26178.8,0.0,261788.0,0.0,261788.0,209430.4,52357.6,Cash,Completed,2024,1,January,Q1
ORD10429,2024-01-26,CUST1038,Printer,Office Equipment,North,Sneha,Retail Store,10,15473.46,0.2,154734.6,30946.92,123787.68,102743.77,21043.91,Debit Card,Completed,2024,1,January,Q1
ORD10430,2024-01-27,CUST1062,Tablet,Electronics,Central,Sneha,Distributor,3,27355.12,0.05,82065.36,4103.27,77962.09,62369.67,15592.42,UPI,Completed,2024,1,January,Q1
ORD10431,2024-01-28,CUST1014,Mouse,Accessories,South,Arjun,Distributor,7,1229.6,0.2,8607.2,1721.44,0.0,4820.03,0.0,UPI,Cancelled,2024,1,January,Q1
ORD10432,2024-01-29,CUST1040,Printer,Office Equipment,East,Sneha,Retail Store,2,15330.29,0.15,30660.58,4599.09,26061.49,21631.04,4430.45,Debit Card,Completed,2024,1,January,Q1
ORD10433,2024-01-30,CUST1139,Mouse,Accessories,Central,Rahul,Retail Store,2,1239.91,0.0,2479.82,0.0,-2479.82,1735.87,-743.95,Cash,Returned,2024,1,January,Q1
ORD10434,2024-01-31,CUST1127,Office Chair,Furniture,North,Amit,Online,2,12255.81,0.0,24511.62,0.0,24511.62,18628.83,5882.79,Credit Card,Completed,2024,1,January,Q1
ORD10435,2024-02-01,CUST1072,Keyboard,Accessories,South,Pooja,Online,3,2474.27,0.0,7422.81,0.0,7422.81,5344.42,2078.39,Credit Card,Completed,2024,2,February,Q1
ORD10436,2024-02-02,CUST1101,Desk,Furniture,South,Amit,Retail Store,4,18689.87,0.1,74759.48,7475.95,67283.53,53153.99,14129.54,Cash,Completed,2024,2,February,Q1
ORD10437,2024-02-03,CUST1178,Tablet,Electronics,East,Sneha,Online,4,27222.18,0.0,108888.72,0.0,108888.72,87110.98,21777.74,Cash,Completed,2024,2,February,Q1
ORD10438,2024-02-04,CUST1021,Mouse,Accessories,South,Amit,Online,1,1263.11,0.15,1263.11,189.47,1073.64,751.55,322.09,Cash,Completed,2024,2,February,Q1
ORD10439,2024-02-05,CUST1016,Desk,Furniture,South,Arjun,Distributor,5,17323.25,0.2,86616.25,17323.25,69293.0,54741.47,14551.53,Net Banking,Completed,2024,2,February,Q1
ORD10440,2024-02-05,CUST1148,Office Chair,Furniture,East,Arjun,Online,10,11054.73,0.1,110547.3,11054.73,99492.57,75614.35,23878.22,Credit Card,Completed,2024,2,February,Q1
ORD10441,2024-02-06,CUST1081,Keyboard,Accessories,North,Rahul,Online,9,2443.38,0.05,21990.42,1099.52,20890.9,15041.45,5849.45,Cash,Completed,2024,2,February,Q1
ORD10442,2024-02-07,CUST1170,Printer,Office Equipment,South,Amit,Retail Store,2,14683.65,0.05,29367.3,1468.36,27898.94,23156.12,4742.82,Net Banking,Completed,2024,2,February,Q1
ORD10443,2024-02-08,CUST1053,Printer,Office Equipment,South,Priya,Distributor,3,14665.08,0.1,43995.24,4399.52,39595.72,32864.45,6731.27,UPI,Completed,2024,2,February,Q1
ORD10444,2024-02-09,CUST1085,Mouse,Accessories,North,Priya,Distributor,4,1223.77,0.0,4895.08,0.0,4895.08,3426.56,1468.52,Cash,Completed,2024,2,February,Q1
ORD10445,2024-02-10,CUST1111,Desk,Furniture,Central,Neha,Online,4,18362.49,0.2,73449.96,14689.99,58759.97,46420.38,12339.59,Debit Card,Completed,2024,2,February,Q1
ORD10446,2024-02-11,CUST1034,Smartphone,Electronics,South,Vikram,Retail Store,3,41034.96,0.1,123104.88,12310.49,110794.39,93067.29,17727.1,Cash,Completed,2024,2,February,Q1
ORD10447,2024-02-12,CUST1092,Printer,Office Equipment,South,Rahul,Retail Store,8,14797.98,0.1,118383.84,11838.38,106545.46,88432.73,18112.73,Debit Card,Completed,2024,2,February,Q1
ORD10448,2024-02-13,CUST1171,Headphones,Accessories,East,Neha,Retail Store,6,3751.84,0.05,22511.04,1125.55,21385.49,16039.12,5346.37,UPI,Completed,2024,2,February,Q1
ORD10449,2024-02-14,CUST1026,Office Chair,Furniture,Central,Pooja,Distributor,10,11302.76,0.2,113027.6,22605.52,90422.08,68720.78,21701.3,Cash,Completed,2024,2,February,Q1
ORD10450,2024-02-15,CUST1039,Printer,Office Equipment,North,Pooja,Retail Store,5,15104.0,0.0,75520.0,0.0,75520.0,62681.6,12838.4,Credit Card,Completed,2024,2,February,Q1
ORD10451,2024-02-15,CUST1106,Smartphone,Electronics,East,Amit,Online,7,39699.08,0.15,277893.56,41684.03,236209.53,198416.01,37793.52,Net Banking,Completed,2024,2,February,Q1
