Date,City,Temperature,Min_Temperature,Max_Temperature,Rainfall,Humidity,Wind_Speed,Pressure,Weather_Condition
2024-12-13,Hyderabad,22.51,14.48,26.88,3.1,,7.87,1006.04,Clear
2024-12-17,Hyderabad,21.49,17.17,28.02,0.76,70.07,11.61,1012.27,Clear
2023-08-30,Delhi,24.07,15.63,30.6,18.97,98.0,10.39,1012.33,Rainy
2022-01-13,Mumbai,25.09,20.54,30.0,4.01,68.84,12.02,1010.83,Clear
2022-01-22,Pune,23.44,17.27,31.15,2.06,77.65,13.55,1007.15,Clear
2023-02-12,Hyderabad,27.38,22.73,34.12,2.16,55.25,12.69,1021.27,Clear
2022-08-05,Chennai,32.84,27.83,38.54,3.72,68.22,12.59,1010.84,Clear
2022-03-24,Hyderabad,29.1,22.75,36.26,1.02,60.85,9.62,1019.84,Clear
2023-10-05,Mumbai,24.84,20.67,30.14,7.2,88.88,14.03,1011.71,Cloudy
2022-01-24,Delhi,17.06,12.68,23.62,0.81,83.14,14.28,1018.07,Cold
2023-06-23,Hyderabad,41.23,32.55,48.04,14.81,65.66,11.11,1011.48,Rainy
2024-10-25,Pune,20.59,14.25,27.36,0.97,64.2,11.9,1018.88,Clear
2022-02-23,Hyderabad,21.71,16.98,26.51,0.62,73.35,13.93,1013.14,Clear
2022-08-12,Pune,35.67,29.92,40.52,4.09,52.12,11.05,1013.34,Hot
2023-09-18,Hyderabad,32.44,26.46,38.69,22.47,91.55,13.66,1011.61,Rainy
2024-05-27,Pune,30.37,22.5,36.8,5.24,63.26,14.96,1014.57,Clear
2023-07-06,Chennai,36.97,28.6,44.49,3.43,57.32,13.17,1005.45,Hot
2024-09-11,Pune,25.65,19.24,32.42,13.74,73.41,16.41,1011.22,Rainy
2023-02-16,Delhi,25.28,20.27,30.71,1.98,66.64,11.01,1006.0,Clear
2022-05-01,Hyderabad,32.62,28.38,37.11,1.35,61.76,8.28,1013.96,Clear
2023-03-18,Hyderabad,26.08,19.18,31.32,2.48,69.61,6.84,1013.69,Clear
2023-03-07,Delhi,23.78,15.59,28.23,1.3,72.13,12.09,1005.52,Clear
2024-12-08,Hyderabad,19.6,11.57,27.03,0.55,74.42,4.23,1008.64,Clear
2023-10-16,Mumbai,22.27,17.28,27.54,1.65,69.37,11.05,1014.92,Clear
2023-03-06,Mumbai,30.63,25.62,38.37,3.07,64.97,8.19,1008.62,Clear
2024-12-13,Pune,19.92,13.01,25.6,0.86,64.35,11.17,1009.32,Clear
2022-01-08,Delhi,20.99,12.52,25.22,1.52,78.92,16.34,1012.03,Clear
2024-03-28,Bengaluru,26.03,20.56,30.25,2.3,50.93,2.46,1020.05,Clear
2023-04-17,Hyderabad,33.41,26.41,37.75,0.6,52.53,15.62,1017.65,Clear
2023-07-29,Bengaluru,29.13,24.47,36.78,11.15,72.32,7.07,1018.8,Rainy
2024-07-18,Hyderabad,31.39,22.95,37.62,31.96,98.0,12.58,1017.05,Rainy
2024-04-27,Hyderabad,38.0,30.5,44.56,1.81,51.44,19.07,1015.96,Hot
2024-09-07,Chennai,28.67,21.42,34.52,23.18,92.5,6.05,1005.64,Rainy
2024-11-25,Pune,16.43,7.51,21.64,0.74,78.0,12.01,1007.71,Cold
2023-05-11,Delhi,37.52,29.33,42.56,3.24,42.83,9.03,1006.83,Hot
2024-04-18,Mumbai,35.49,30.64,42.77,2.14,62.33,9.72,1010.21,Hot
2024-12-23,Mumbai,24.46,17.34,31.78,0.37,52.84,14.66,1011.02,Clear
2022-07-10,Hyderabad,,25.2,39.63,13.59,62.22,9.98,1016.24,Rainy
2024-10-20,Pune,25.11,19.9,30.42,0.26,56.84,2.73,1015.11,Clear
2023-02-15,Hyderabad,26.04,20.77,31.47,3.42,72.18,11.37,1006.59,Clear
2024-07-08,Chennai,39.43,33.6,46.22,10.41,66.49,11.54,1008.57,Rainy
2024-05-19,Hyderabad,27.64,23.02,31.71,1.01,67.1,8.81,1017.05,Clear
2022-06-28,Hyderabad,39.51,35.41,47.31,15.58,64.78,10.92,1005.48,Rainy
2024-05-06,Mumbai,38.22,29.7,42.55,0.97,37.27,9.94,1011.37,Hot
2022-12-23,Delhi,17.5,11.94,23.54,1.39,82.87,10.48,1012.84,Cold
2022-08-25,Chennai,35.03,28.71,42.79,10.03,69.47,13.01,1005.17,Rainy
2022-12-19,Pune,21.32,15.46,28.88,0.74,71.92,16.89,1009.16,Clear
2022-03-07,Bengaluru,25.67,20.08,30.97,0.89,56.13,17.4,1017.87,Clear
2023-10-26,Chennai,28.25,20.03,32.59,1.01,51.57,7.67,1005.51,Clear
2023-10-26,Delhi,25.06,20.29,31.56,2.26,80.85,14.71,1009.1,Cloudy
2023-01-20,Delhi,20.72,14.65,27.4,0.75,61.73,7.16,1007.86,Clear
2024-02-03,Delhi,24.3,16.62,30.58,3.75,77.37,14.5,1007.03,Clear
2023-12-27,Delhi,24.27,16.68,29.21,2.11,71.29,9.98,999.05,Clear
2024-12-07,Chennai,20.66,15.03,27.8,2.84,83.24,14.72,1018.58,Cloudy
2023-10-12,Pune,22.88,14.45,28.09,0.56,60.25,19.71,1008.71,Clear
2023-11-25,Mumbai,21.41,14.53,26.03,4.3,69.84,6.79,1002.73,Clear
2024-03-14,Delhi,27.94,21.71,32.81,0.46,55.0,11.93,1012.56,Clear
2024-10-26,Delhi,23.76,17.74,28.19,1.29,73.6,8.29,1010.07,Clear
2024-11-22,Delhi,19.6,12.1,26.15,3.38,84.33,20.51,1020.07,Cloudy
2022-07-08,Mumbai,37.12,29.43,43.17,9.72,62.03,10.54,1012.92,Hot
2022-10-15,Mumbai,30.64,21.76,35.14,,59.37,12.41,1019.75,Clear
2023-10-05,Pune,20.19,12.71,27.0,0.38,83.98,9.31,1009.6,Cloudy
2024-04-02,Bengaluru,28.61,22.97,35.18,0.43,65.54,16.04,1015.99,Clear
2024-07-11,Hyderabad,33.1,25.25,38.37,14.29,74.5,7.09,1003.2,Rainy
2024-04-05,Bengaluru,31.2,25.82,37.74,0.47,66.82,14.74,1023.5,Clear
2022-06-19,Mumbai,38.7,30.3,45.3,2.5,39.99,7.07,1015.47,Hot
2024-07-29,Hyderabad,40.25,35.29,47.29,11.48,64.86,9.01,998.73,Rainy
2023-03-10,Hyderabad,28.98,20.27,33.21,0.35,63.39,12.26,1008.62,Clear
2022-10-07,Delhi,21.55,14.25,28.07,0.06,60.26,12.29,1020.55,Clear
2024-08-09,Hyderabad,31.54,27.15,35.64,10.59,76.28,12.69,1010.28,Rainy
2022-03-30,Chennai,32.02,25.7,39.84,0.06,55.19,8.46,1010.28,Clear
2023-08-12,Pune,31.73,26.87,36.74,8.97,56.66,10.11,1006.65,Clear
2023-05-06,Pune,37.54,32.24,42.91,0.94,58.58,14.86,1017.73,Hot
2024-09-18,Bengaluru,27.58,20.12,34.66,18.67,84.45,16.88,1004.13,Rainy
2022-08-31,Pune,32.73,26.76,37.45,8.62,53.9,15.09,1007.64,Clear
2022-11-22,Delhi,15.27,9.43,21.96,2.72,76.53,20.83,1003.57,Cold
2023-09-29,Pune,25.88,19.25,31.94,9.33,80.14,7.31,1018.52,Cloudy
2024-03-25,Hyderabad,29.79,22.26,35.9,0.93,72.73,13.09,1014.16,Clear
2024-07-04,Delhi,36.24,31.04,42.78,12.07,55.46,4.07,1016.77,Rainy
2023-01-19,Delhi,20.3,11.92,24.3,1.72,73.62,11.59,1020.28,Clear
2024-10-20,Hyderabad,26.98,21.76,31.88,1.1,59.13,2.0,1013.73,Clear
2024-11-27,Bengaluru,16.39,10.22,23.56,3.2,82.33,15.94,1025.2,Cold
2022-10-29,Bengaluru,25.7,18.83,30.9,0.56,72.04,7.21,1014.34,Clear
2022-11-21,Bengaluru,15.4,8.7,23.18,4.7,72.79,16.66,1006.03,Cold
2022-07-30,Mumbai,37.29,32.95,41.52,4.88,47.63,11.09,1013.84,Hot
2024-10-04,Pune,26.08,18.81,32.56,1.0,60.23,9.05,1009.3,Clear
2024-01-04,Delhi,19.48,12.64,24.76,0.83,69.61,10.25,1014.51,Clear
2024-07-24,Chennai,38.65,32.52,45.06,3.77,46.44,6.02,1011.31,Hot
2023-10-28,Hyderabad,23.73,14.81,30.99,1.49,66.77,6.37,1005.81,Clear
2024-12-05,Chennai,21.53,12.84,29.49,0.83,74.94,12.58,1009.7,Clear
2022-03-15,Mumbai,30.8,24.4,36.93,1.1,55.1,16.03,1009.12,Clear
2022-04-16,Bengaluru,23.91,16.38,31.72,4.71,79.51,11.39,1017.75,Clear
2024-05-21,Delhi,30.67,23.27,36.86,5.83,57.16,14.29,1000.97,Clear
2024-12-23,Pune,23.08,16.06,29.86,1.29,75.94,13.88,1006.93,Clear
2022-06-01,Hyderabad,33.47,28.01,40.43,15.42,71.99,5.91,1007.6,Rainy
2023-04-14,Pune,34.96,28.73,42.06,1.71,64.38,11.67,1015.91,Clear
2022-11-19,Chennai,23.99,15.29,29.84,3.94,76.71,6.53,1011.87,Clear
2024-09-20,Delhi,31.3,23.2,35.41,14.54,72.27,11.66,1015.01,Rainy
2024-11-07,Bengaluru,22.13,17.9,30.08,2.39,66.74,10.2,1005.32,Clear
2024-06-11,Chennai,38.73,32.15,46.19,13.9,73.01,15.82,1015.98,Rainy
2023-12-11,Bengaluru,24.4,16.9,30.37,1.97,65.61,15.44,1010.74,Clear
2023-10-31,Chennai,24.65,20.37,29.93,1.2,73.64,6.31,1014.57,Clear
2024-02-20,Pune,23.11,18.17,30.46,2.37,72.33,7.41,1009.94,Clear
2023-02-22,Delhi,27.38,20.45,32.09,4.18,61.89,4.57,1015.28,Clear
2022-05-16,Pune,37.1,28.54,43.96,1.12,41.47,5.88,1019.69,Hot
2024-04-21,Bengaluru,31.32,26.19,38.24,1.05,68.79,9.27,1018.61,Clear
2023-11-27,Delhi,18.65,10.11,23.37,1.44,73.15,8.18,1010.82,Clear
2023-01-05,Pune,16.99,8.17,24.31,5.38,83.28,4.79,1012.49,Cold
2022-06-12,Pune,38.43,30.53,44.34,9.81,59.35,6.85,1014.24,Hot
2023-12-31,Delhi,20.71,12.12,28.17,2.67,71.45,8.31,1018.78,Clear
2024-08-31,Chennai,31.87,23.08,38.91,24.81,84.68,5.87,1000.63,Rainy
2023-09-15,Pune,28.67,24.57,35.55,29.94,98.0,7.05,1013.96,Rainy
2024-05-05,Pune,39.88,34.77,45.45,2.91,37.01,6.22,1015.88,Hot
2022-10-11,Pune,24.94,18.2,28.96,0.64,60.79,7.79,1002.74,Clear
2023-10-15,Chennai,27.26,20.48,33.71,2.99,65.0,12.79,1009.52,Clear
2023-10-18,Delhi,26.47,19.45,33.07,0.39,65.69,11.37,1012.19,Clear
2022-04-24,Mumbai,38.65,33.56,46.45,0.34,43.88,8.7,1023.55,Hot
2024-03-12,Chennai,33.04,24.93,38.63,3.02,65.64,9.96,1006.07,Clear
2023-02-07,Delhi,28.09,20.02,34.11,0.77,60.75,12.67,1008.23,Clear
2022-12-09,Pune,17.87,12.4,21.96,0.78,66.52,11.53,1017.16,Cold
2023-03-09,Hyderabad,27.5,19.43,32.02,2.19,56.53,17.02,1011.56,Clear
2023-03-16,Hyderabad,30.2,25.68,35.66,2.8,56.41,12.25,1010.04,Clear
2022-12-08,Chennai,20.37,11.62,24.86,6.5,81.87,11.73,1010.62,Cloudy
2022-10-15,Bengaluru,19.73,11.25,25.95,0.09,80.81,13.95,1007.32,Cloudy
2022-04-18,Delhi,32.43,26.14,37.76,0.25,59.05,16.32,1001.2,Clear
2023-05-23,Mumbai,33.75,28.15,38.41,0.83,55.14,12.72,1018.52,Clear
2023-07-05,Hyderabad,34.81,29.31,41.27,10.41,53.9,9.26,1006.32,Rainy
2022-01-24,Chennai,24.06,17.88,30.25,1.05,59.52,9.77,1010.01,Clear
2022-01-06,Delhi,20.94,15.05,25.29,3.64,71.51,17.19,1014.36,Clear
2023-08-29,Hyderabad,36.59,31.89,43.3,5.67,49.4,16.74,1005.72,Hot
2024-12-31,Hyderabad,15.92,10.73,20.8,4.21,88.22,10.14,1010.91,Cold
2023-01-17,Hyderabad,21.21,16.85,27.76,1.26,65.75,6.39,1014.63,Clear
2022-12-16,Hyderabad,24.09,18.34,30.66,0.21,53.78,12.18,1005.15,Clear
2023-06-02,Bengaluru,33.5,25.75,39.37,36.11,98.0,15.01,1007.33,Heavy Rain
2022-10-07,Bengaluru,18.56,11.06,25.33,0.34,82.94,14.1,1011.22,Cloudy
2024-06-20,Bengaluru,35.35,28.71,40.84,11.84,59.75,14.99,1002.01,Rainy
2022-09-10,Mumbai,33.51,26.51,40.34,4.83,69.85,7.58,1010.93,Clear
2022-11-24,Pune,18.7,10.26,24.25,2.63,75.44,13.79,1014.29,Clear
2023-09-27,Bengaluru,28.05,23.23,33.11,8.67,71.24,9.52,1008.53,Clear
2022-12-17,Mumbai,20.09,14.23,24.37,0.25,85.06,10.87,1018.45,Cloudy
2024-12-26,Chennai,24.61,20.45,31.06,0.98,76.2,10.69,1008.39,Clear
2022-03-09,Bengaluru,25.13,17.24,32.62,1.68,50.24,12.68,1012.06,Clear
2023-01-14,Chennai,25.7,20.78,31.76,0.86,67.49,13.4,1010.36,Clear
2024-12-19,Delhi,16.97,9.57,24.48,1.66,81.26,15.39,1012.88,Cold
2023-04-03,Mumbai,36.05,28.68,41.97,1.48,46.53,15.38,1011.13,Hot
2022-05-07,Hyderabad,37.62,29.43,42.55,1.45,47.98,10.02,1017.17,Hot
2023-04-25,Mumbai,28.5,21.56,34.2,0.53,61.95,12.29,1005.53,Clear
2022-01-19,Pune,26.81,21.15,31.17,0.4,81.78,17.79,1015.42,Cloudy
2024-03-09,Mumbai,30.41,25.58,34.6,1.34,63.81,9.89,1013.28,Clear
2022-09-09,Hyderabad,29.74,22.96,35.25,5.71,67.09,9.49,1015.65,Clear
2022-10-26,Mumbai,25.06,21.02,30.49,1.3,71.26,6.92,1008.52,Clear
2022-03-01,Bengaluru,18.68,10.65,25.57,0.21,87.58,16.15,1013.24,Cloudy
2023-01-08,Hyderabad,21.57,15.94,27.69,3.29,77.88,5.1,1017.0,Clear
2022-01-27,Mumbai,21.53,14.75,29.28,2.39,86.13,12.23,1006.29,Cloudy
2023-06-14,Bengaluru,38.12,29.86,43.89,13.2,79.5,9.6,1018.32,Rainy
2023-10-06,Hyderabad,22.47,18.01,29.94,5.5,83.45,6.85,1012.82,Cloudy
2023-11-27,Pune,18.88,11.25,24.59,1.07,75.1,5.97,1016.96,Clear
2023-09-23,Hyderabad,27.23,18.42,32.57,7.43,61.57,7.07,1015.12,Clear
2022-09-07,Hyderabad,28.73,23.68,33.22,5.2,67.52,7.0,1011.09,Clear
2023-08-14,Hyderabad,29.03,22.84,35.57,21.76,88.1,15.62,1014.63,Rainy
2022-04-22,Delhi,30.91,24.31,38.85,0.18,57.09,14.64,1010.86,Clear
2022-07-11,Pune,34.0,25.55,40.2,7.36,63.88,10.48,1016.29,Clear
2022-07-05,Pune,35.15,29.51,42.84,8.19,76.13,8.24,1007.27,Hot
2024-08-17,Delhi,33.81,26.51,41.8,16.21,71.41,13.3,1017.69,Rainy
2022-08-18,Mumbai,31.29,23.91,36.59,14.85,75.03,14.1,1009.45,Rainy
2024-09-29,Delhi,24.13,19.55,28.33,7.17,74.14,2.12,1014.88,Clear
2023-09-22,Delhi,27.02,22.75,34.06,26.25,98.0,6.83,1009.93,Rainy
2022-06-22,Hyderabad,37.54,29.19,42.65,27.47,80.86,14.36,1008.53,Rainy
2023-07-07,Chennai,39.73,32.21,46.81,3.14,53.35,7.35,1011.52,Hot
2022-09-13,Chennai,32.53,27.73,38.95,6.16,58.66,8.5,1010.53,Clear
2023-03-06,Bengaluru,21.76,16.97,28.53,2.25,79.42,11.7,1003.44,Clear
2024-02-20,Chennai,24.21,19.49,29.15,4.17,91.49,6.18,1016.63,Cloudy
2023-08-01,Chennai,42.38,38.25,46.66,5.08,37.44,9.45,1009.1,Hot
2024-07-23,Bengaluru,31.56,25.93,37.21,17.41,89.67,15.28,1008.12,Rainy
2022-07-04,Chennai,39.33,34.36,46.87,6.29,57.1,17.24,1008.35,Hot
2024-03-06,Hyderabad,32.94,28.29,38.04,1.46,44.21,4.86,1013.97,Clear
2022-06-03,Hyderabad,37.64,28.67,43.54,22.63,88.22,7.91,1010.92,Rainy
2023-08-26,Hyderabad,29.59,24.68,33.71,1.27,57.25,13.69,1017.87,Clear
2023-07-17,Chennai,37.24,31.75,45.12,16.87,78.36,14.96,1007.59,Rainy
2022-02-07,Delhi,23.9,18.63,28.07,1.22,67.83,14.99,1005.86,Clear
2024-05-14,Bengaluru,29.64,25.41,35.77,0.32,67.99,8.91,1007.61,Clear
2024-11-10,Hyderabad,19.14,13.45,26.22,1.2,60.96,14.33,1009.18,Clear
2022-01-02,Hyderabad,19.69,12.83,25.73,0.68,78.34,12.3,1008.91,Clear
2023-06-03,Pune,36.64,28.72,41.36,17.34,81.65,13.08,1018.05,Rainy
2022-12-28,Bengaluru,12.43,6.81,18.66,0.15,79.39,16.44,1006.64,Cold
2023-08-31,Mumbai,34.76,25.81,39.42,24.56,95.59,14.97,1008.81,Rainy
2022-04-24,Chennai,37.16,29.57,43.83,0.77,40.09,15.48,1015.98,Hot
2024-12-29,Mumbai,19.93,13.85,25.34,2.74,77.99,7.86,1014.18,Clear
2024-08-07,Hyderabad,36.04,29.53,42.58,8.12,58.11,15.79,1001.07,Hot
2024-10-04,Chennai,31.91,23.3,39.79,8.81,60.57,21.63,1020.29,Clear
2024-01-02,Bengaluru,17.35,11.34,25.04,0.83,73.96,11.57,1009.48,Cold
2022-07-23,Mumbai,40.0,34.65,47.3,17.88,77.13,9.4,1016.74,Rainy
2023-05-02,Delhi,30.23,25.53,36.72,1.69,45.61,8.6,1009.84,Clear
2022-06-05,Bengaluru,35.0,28.35,40.41,13.93,62.84,15.79,1012.79,Rainy
2024-04-17,Mumbai,38.0,33.11,42.32,3.08,54.73,10.21,1013.86,Hot
2024-03-24,Bengaluru,20.42,11.81,28.09,0.51,65.48,11.33,1015.48,Clear
2022-05-15,Pune,34.73,26.14,39.29,0.08,53.26,3.44,1011.02,Clear
2023-09-02,Hyderabad,23.96,19.75,30.88,33.82,98.0,9.32,1017.73,Rainy
2023-05-29,Pune,34.77,28.76,41.95,0.16,51.14,15.56,1024.73,Clear
2024-04-13,Bengaluru,33.37,26.3,39.49,0.72,46.57,4.51,1004.57,Clear
2022-11-30,Bengaluru,18.57,13.3,24.52,1.02,68.75,11.55,1005.95,Clear
2024-06-21,Delhi,37.85,33.17,42.06,10.97,54.92,8.15,1013.91,Rainy
2023-08-14,Bengaluru,29.32,21.6,37.05,10.6,65.87,7.45,1003.36,Rainy
2023-06-02,Chennai,39.3,30.59,45.88,11.29,55.16,16.96,1005.26,Rainy
2023-05-07,Delhi,30.67,22.32,36.5,2.8,64.66,,1013.14,Clear
2024-04-06,Delhi,28.71,22.66,33.43,8.73,64.3,11.11,1014.17,Clear
2023-05-02,Hyderabad,35.52,31.51,39.84,7.67,63.62,16.4,1019.76,Hot
2023-10-20,Mumbai,20.93,13.07,28.15,0.28,61.88,6.2,1013.9,Clear
2024-03-01,Mumbai,31.35,24.28,36.69,3.27,42.9,13.25,1022.46,Clear
2022-02-14,Bengaluru,20.35,15.28,24.39,1.03,60.39,12.92,1006.71,Clear
2023-08-11,Bengaluru,32.5,24.73,37.31,16.06,72.19,15.4,1002.21,Rainy
2022-09-21,Pune,22.92,15.63,30.59,6.41,73.44,8.7,1013.13,Clear
2023-03-20,Hyderabad,33.35,26.83,37.79,0.74,52.24,13.13,1016.46,Clear
2023-08-01,Hyderabad,35.47,27.2,39.58,30.34,80.98,15.08,1011.46,Rainy
2022-04-17,Hyderabad,33.06,26.95,38.21,1.6,50.87,6.44,1013.01,Clear
2023-09-04,Hyderabad,28.28,22.52,34.39,24.12,95.39,12.29,1014.65,Rainy
2022-10-02,Chennai,30.22,22.66,35.94,0.09,59.75,13.37,1021.68,Clear
2024-03-10,Delhi,28.46,21.78,33.08,0.26,60.02,13.04,1010.51,Clear
2023-08-19,Delhi,37.12,30.24,41.44,27.27,70.01,7.03,1009.37,Rainy
2024-06-04,Hyderabad,45.31,37.97,50.8,16.54,55.56,12.07,1018.72,Rainy
2024-12-15,Bengaluru,19.43,13.41,26.1,3.15,68.74,8.09,1015.29,Clear
2023-11-23,Chennai,24.4,16.86,30.68,0.34,69.76,9.8,1018.21,Clear
2023-11-16,Pune,25.1,20.06,31.21,1.43,67.22,7.8,1012.79,Clear
2022-04-03,Delhi,34.16,26.88,41.74,7.12,64.76,14.6,1011.81,Clear
2024-03-14,Mumbai,35.24,30.87,40.01,2.13,58.11,8.01,1014.59,Hot
2024-05-07,Mumbai,38.25,33.25,44.23,4.0,51.11,18.27,1007.15,Hot
2023-01-13,Hyderabad,18.01,9.12,25.33,1.41,68.94,9.63,1006.97,Clear
2024-06-20,Chennai,40.22,33.57,46.63,6.38,46.93,5.8,1007.89,Hot
2022-09-12,Hyderabad,32.3,27.66,40.18,16.21,75.58,11.82,1001.27,Rainy
2022-08-08,Mumbai,36.65,29.96,42.64,10.98,71.26,14.02,1018.55,Rainy
2022-07-12,Pune,39.5,32.95,45.24,2.94,51.15,5.23,1015.98,Hot
2023-08-06,Mumbai,31.18,24.66,36.47,7.3,58.98,11.57,1008.99,Clear
2022-02-13,Mumbai,26.29,19.13,32.08,2.32,74.98,7.21,1015.85,Clear
2022-05-19,Pune,32.16,23.86,40.15,3.84,63.75,15.87,1002.57,Clear
2022-05-07,Delhi,29.36,21.27,33.58,2.19,73.37,10.25,1012.49,Clear
2024-06-28,Chennai,39.8,32.3,44.85,24.28,77.29,12.07,1007.28,Rainy
2024-03-07,Pune,20.35,16.13,28.18,1.92,81.63,8.31,1004.57,Cloudy
2022-10-15,Chennai,26.63,19.97,31.71,0.01,65.72,13.38,1012.5,Clear
2022-04-29,Bengaluru,28.18,22.88,32.55,0.23,69.58,7.82,1008.98,Clear
2022-09-02,Chennai,29.2,20.64,35.71,9.26,75.79,14.76,1013.46,Clear
2024-12-07,Mumbai,19.48,15.01,26.49,1.81,80.06,11.88,1018.65,Cloudy
2023-12-20,Mumbai,23.84,15.15,31.06,1.9,78.51,12.79,1007.85,Clear
2023-02-14,Pune,28.51,21.92,32.54,1.77,58.27,12.3,1003.15,Clear
2023-11-02,Mumbai,21.1,16.91,27.97,1.23,61.29,12.22,1008.47,Clear
2023-01-28,Chennai,25.19,20.49,31.67,2.33,58.56,4.95,1010.57,Clear
2022-03-14,Hyderabad,21.19,17.13,25.77,2.89,88.89,9.03,1005.9,Cloudy
2024-06-16,Mumbai,35.31,30.15,40.03,9.04,64.98,7.0,1013.05,Hot
2022-09-23,Hyderabad,29.34,20.69,35.23,33.25,91.03,13.07,1015.26,Rainy
2024-06-01,Hyderabad,34.34,30.34,38.45,25.12,83.59,8.14,1010.46,Rainy
2022-09-22,Bengaluru,26.8,19.64,34.37,4.07,63.73,9.4,1013.58,Clear
2024-05-25,Hyderabad,33.13,28.58,37.2,3.36,57.1,21.4,1008.94,Clear
2023-01-22,Delhi,21.07,16.77,27.75,2.41,67.54,9.58,1015.24,Clear
2023-09-07,Hyderabad,28.9,21.48,33.32,11.83,84.85,17.67,1014.18,Rainy
2024-12-13,Chennai,17.31,12.81,23.89,3.03,88.35,7.83,1007.54,Cold
2022-04-15,Bengaluru,25.61,19.46,31.84,3.82,66.62,13.26,1017.93,Clear
2023-09-27,Hyderabad,30.2,21.59,37.47,9.08,68.99,10.46,1012.15,Clear
2024-02-18,Pune,26.64,18.72,31.09,1.82,62.26,17.71,1015.17,Clear
2023-11-05,Pune,19.32,13.45,25.8,2.74,83.79,12.67,1019.3,Cloudy
2023-02-02,Hyderabad,24.27,19.26,32.02,3.15,81.5,11.72,1014.88,Cloudy
2023-02-02,Delhi,22.22,14.6,27.07,0.36,84.64,4.84,1013.3,Cloudy
2024-06-06,Pune,39.17,30.33,45.01,7.55,57.18,19.23,1011.36,Hot
2023-06-04,Bengaluru,34.97,26.69,39.98,12.37,76.5,13.76,1007.22,Rainy
2023-05-09,Hyderabad,37.97,31.55,43.83,,49.57,5.07,1009.42,Hot
2023-03-18,Delhi,27.36,19.5,34.16,1.93,58.08,15.73,1012.86,Clear
2024-01-02,Mumbai,19.69,11.14,26.15,2.5,75.75,13.28,1004.97,Clear
2023-02-04,Hyderabad,30.63,25.48,37.77,1.19,68.17,15.25,1007.94,Clear
2024-01-13,Chennai,28.24,20.2,35.77,2.28,73.51,8.55,1007.06,Clear
2023-07-21,Delhi,31.62,23.17,38.07,12.37,81.03,17.23,1011.25,Rainy
2022-06-09,Pune,35.91,30.82,40.59,25.65,82.99,13.32,1007.95,Rainy
2024-10-05,Pune,22.94,16.47,27.19,0.37,74.1,15.58,1013.86,Clear
2024-05-05,Delhi,29.89,25.08,34.36,5.12,55.91,10.24,1005.33,Clear
2024-08-30,Delhi,32.23,26.92,37.82,10.18,64.11,9.21,1015.81,Rainy
2024-06-17,Mumbai,35.81,30.26,40.93,16.49,68.59,15.1,1012.9,Rainy
2023-03-05,Mumbai,28.77,22.43,35.25,2.57,50.35,8.86,1017.72,Clear
2022-06-05,Hyderabad,39.75,35.4,45.06,17.24,64.58,16.07,1011.98,Rainy
2022-09-24,Delhi,27.7,21.24,34.42,10.27,80.18,5.85,1011.98,Rainy
2024-02-08,Hyderabad,22.32,14.74,30.27,1.05,70.01,16.86,1013.34,Clear
2023-05-03,Chennai,34.6,26.71,39.61,0.1,55.32,7.93,1007.1,Clear
2022-05-07,Pune,39.06,32.81,44.76,2.5,47.76,15.33,1014.99,Hot
2023-01-14,Bengaluru,20.67,16.1,25.14,0.17,66.02,10.64,1010.62,Clear
2024-05-31,Chennai,31.84,23.91,37.01,0.37,52.04,10.97,1009.04,Clear
2024-06-23,Chennai,37.78,32.92,44.76,3.43,45.39,9.16,1007.04,Hot
2023-08-03,Delhi,29.66,24.05,35.81,9.33,62.51,10.05,1010.16,Clear
2022-01-01,Pune,18.72,10.32,26.27,0.75,83.39,5.5,1018.4,Cloudy
2024-09-03,Pune,25.21,18.76,32.21,5.44,73.07,18.16,1014.19,Clear
2023-04-20,Chennai,33.49,27.09,38.49,0.71,65.56,12.64,1012.03,Clear
2024-12-04,Delhi,12.67,5.82,18.7,1.49,87.14,8.58,1011.76,Cold
2024-09-08,Chennai,29.08,24.48,33.34,2.42,53.58,11.28,1009.51,Clear
2023-11-24,Pune,24.08,19.74,29.53,3.99,69.41,14.85,1011.11,Clear
2023-01-20,Hyderabad,17.28,12.17,22.12,1.07,80.06,10.73,1009.9,Cold
2024-10-12,Hyderabad,29.82,23.31,37.73,1.21,54.14,6.04,1007.39,Clear
2023-07-04,Delhi,35.57,30.41,41.51,12.55,71.8,15.12,1014.89,Rainy
2022-07-12,Mumbai,38.71,31.43,43.22,17.46,69.15,7.82,1002.17,Rainy
2023-08-21,Bengaluru,30.0,23.64,37.6,13.32,66.72,23.7,1010.42,Rainy
2022-01-31,Pune,22.4,14.27,29.78,1.57,75.63,11.32,1018.76,Clear
2022-06-06,Delhi,32.72,25.43,37.19,32.04,91.7,9.92,1012.94,Rainy
2022-07-19,Bengaluru,40.34,35.28,46.99,26.39,72.42,16.14,1018.18,Rainy
2022-07-30,Chennai,38.64,31.81,44.56,19.08,72.36,8.69,1014.2,Rainy
2022-11-01,Mumbai,20.38,11.9,28.16,0.19,82.09,10.38,1010.2,Cloudy
2022-08-03,Delhi,29.48,24.8,35.35,10.53,65.63,7.01,1013.03,Rainy
2022-07-16,Pune,32.85,28.48,37.15,11.06,59.97,3.61,1011.08,Rainy
2022-03-12,Mumbai,30.81,26.25,36.4,1.23,59.79,13.09,1008.38,Clear
